Station_name,Stn_id,Lat,Lon,Month,Temperature,Season
BUNDABERG-AERO,39128,-24.91,152.32,August,24.66,Winter
BURKETOWN-AIRPORT,29077,-17.75,139.54,August,33.33,Winter
BUTLERS-GORGE,96003,-42.28,146.28,August,9.86,Winter
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,August,4.63,Winter
CAIRNS-AERO,31011,-16.87,145.75,August,29.32,Winter
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,August,31.29,Winter
CANBERRA-AIRPORT,70351,-35.31,149.2,August,15.43,Winter
CAPE-BORDA,22823,-35.75,136.6,August,15.9,Winter
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,August,13.13,Winter
CAPE-LEEUWIN,9518,-34.37,115.14,August,18.1,Winter
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,August,21.39,Winter
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,August,15.03,Winter
CARNARVON-AIRPORT,6011,-24.89,113.67,August,25.42,Winter
CEDUNA-AMO,18012,-32.13,133.7,August,20.83,Winter
CHARLEVILLE-AERO,44021,-26.41,146.26,August,25.51,Winter
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,August,27.53,Winter
COBAR-MO,48027,-31.48,145.83,August,21.45,Winter
COFFS-HARBOUR-MO,59040,-30.31,153.12,August,21.95,Winter
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,August,18.7,Winter
DALWALLINU-COMPARISON,8039,-30.28,116.66,August,19.66,Winter
DARWIN-AIRPORT,14015,-12.42,130.89,August,32.29,Winter
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,August,16.49,Winter
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,August,18.39,Winter
EAST-SALE-AIRPORT,85072,-38.12,147.13,August,16.28,Winter
ESPERANCE,9789,-33.83,121.89,August,18.76,Winter
EUCLA,11003,-31.68,128.88,August,20.85,Winter
FORREST,11052,-30.85,128.11,August,20.62,Winter
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,August,15.65,Winter
GAYNDAH-AIRPORT,39066,-25.62,151.62,August,25.66,Winter
GEORGETOWN-AIRPORT,30124,-18.3,143.53,August,32.46,Winter
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,August,20.62,Winter
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,August,23.32,Winter
GROVE-RESEARCH-STATION,94220,-42.99,147.07,August,14.15,Winter
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,August,19.26,Winter
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,August,34.07,Winter
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,August,14.87,Winter
HORN-ISLAND,27058,-10.58,142.29,August,29.15,Winter
INVERELL-RAGLAN-ST,56242,-29.78,151.11,August,18.59,Winter
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,August,17.67,Winter
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,August,20.81,Winter
KALUMBURU,1019,-14.3,126.65,August,36.24,Winter
KATANNING-COMPARISON,10579,-33.69,117.56,August,17.16,Winter
KERANG,80023,-35.72,143.92,August,16.55,Winter
KYANCUTTA,18044,-33.13,135.56,August,19.35,Winter
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,August,15.12,Winter
LAUNCESTON-AIRPORT,91311,-41.55,147.21,August,14.16,Winter
LAVERTON-RAAF,87031,-37.86,144.76,August,15.91,Winter
LEARMONTH-AIRPORT,5007,-22.24,114.1,August,26.57,Winter
LONGREACH-AERO,36031,-23.44,144.28,August,27.38,Winter
LOW-HEAD,91293,-41.06,146.79,August,13.72,Winter
MACKAY-M.O,33119,-21.12,149.22,August,22.84,Winter
MARBLE-BAR,4106,-21.18,119.75,August,30.38,Winter
MARREE,17031,-29.65,138.06,August,24.51,Winter
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,August,25.07,Winter
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,August,18.99,Winter
MERREDIN,10092,-31.48,118.28,August,18.44,Winter
MILDURA-AIRPORT,76031,-34.24,142.09,August,18.47,Winter
MILES-CONSTANCE-STREET,42112,-26.66,150.18,August,23.39,Winter
MORAWA-AIRPORT,8296,-29.2,116.02,August,21.02,Winter
MOREE-AERO,53115,-29.49,149.85,August,20.08,Winter
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,August,18.05,Winter
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,August,15.18,Winter
NHILL-AERODROME,78015,-36.31,141.65,August,16.63,Winter
NORMANTON-AIRPORT,29063,-17.69,141.07,August,36.98,Winter
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,August,16.68,Winter
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,August,20.33,Winter
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,August,15.35,Winter
OODNADATTA-AIRPORT,17043,-27.56,135.45,August,24.79,Winter
ORBOST,84145,-37.69,148.47,August,17.22,Winter
PALMERVILLE,28004,-16.0,144.08,August,32.68,Winter
PERTH-AIRPORT,9021,-31.93,115.98,August,20.61,Winter
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,August,29.94,Winter
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,August,22.68,Winter
RABBIT-FLAT,15666,-20.18,130.01,August,32.31,Winter
RICHMOND-POST-OFFICE,30045,-20.73,143.14,August,30.75,Winter
RICHMOND-RAAF,67105,-33.6,150.78,August,20.67,Winter
ROBE-COMPARISON,26026,-37.16,139.76,August,15.44,Winter
ROCKHAMPTON-AERO,39083,-23.38,150.48,August,25.38,Winter
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,August,14.64,Winter
SCONE-AIRPORT-AWS,61363,-32.03,150.83,August,20.62,Winter
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,August,17.18,Winter
ST-GEORGE-AIRPORT,43109,-28.05,148.59,August,22.32,Winter
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,August,20.39,Winter
TARCOOLA-AERO,16098,-30.71,134.58,August,22.57,Winter
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,August,28.7,Winter
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,August,22.82,Winter
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,August,23.25,Winter
TOWNSVILLE-AERO,32040,-19.25,146.77,August,27.38,Winter
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,August,33.25,Winter
WAGGA-WAGGA-AMO,72150,-35.16,147.46,August,15.96,Winter
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,August,20.8,Winter
WANDERING,10917,-32.67,116.67,August,16.78,Winter
WEIPA-AERO,27045,-12.68,141.92,August,34.2,Winter
WILCANNIA-REID-ST,46043,-31.56,143.37,August,20.25,Winter
WILLIAMTOWN-RAAF,61078,-32.79,151.84,August,21.19,Winter
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,August,13.37,Winter
WITTENOOM,5026,-22.24,118.34,August,29.26,Winter
WOOMERA-AERODROME,16001,-31.16,136.81,August,21.48,Winter
WYALONG-POST-OFFICE,73054,-33.93,147.24,August,17.65,Winter
YAMBA-PILOT-STATION,58012,-29.43,153.36,August,22.53,Winter
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,August,17.56,Winter
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,August,16.49,Winter
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,August,28.19,Winter
AMBERLEY-AMO,40004,-27.63,152.71,August,24.34,Winter
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,August,27.82,Winter
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,August,13.95,Winter
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,August,24.34,Winter
BOULIA-AIRPORT,38003,-22.91,139.9,August,28.31,Winter
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,August,21.69,Winter
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,August,18.14,Winter
BRISBANE-AERO,40842,-27.39,153.12,August,22.98,Winter
BROOME-AIRPORT,3003,-17.95,122.23,August,31.65,Winter
BUNDABERG-AERO,39128,-24.91,152.32,August,24.01,Winter
BURKETOWN-AIRPORT,29077,-17.75,139.54,August,32.69,Winter
BUTLERS-GORGE,96003,-42.28,146.28,August,9.85,Winter
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,August,4.57,Winter
CAIRNS-AERO,31011,-16.87,145.75,August,27.54,Winter
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,August,30.02,Winter
CANBERRA-AIRPORT,70351,-35.31,149.2,August,13.95,Winter
CAPE-BORDA,22823,-35.75,136.6,August,15.93,Winter
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,August,13.44,Winter
CAPE-LEEUWIN,9518,-34.37,115.14,August,17.38,Winter
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,August,21.01,Winter
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,August,15.97,Winter
CARNARVON-AIRPORT,6011,-24.89,113.67,August,25.19,Winter
CEDUNA-AMO,18012,-32.13,133.7,August,19.91,Winter
CHARLEVILLE-AERO,44021,-26.41,146.26,August,23.34,Winter
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,August,30.23,Winter
COBAR-MO,48027,-31.48,145.83,August,21.87,Winter
COFFS-HARBOUR-MO,59040,-30.31,153.12,August,23.5,Winter
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,August,17.34,Winter
DALWALLINU-COMPARISON,8039,-30.28,116.66,August,19.94,Winter
DARWIN-AIRPORT,14015,-12.42,130.89,August,32.32,Winter
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,August,17.07,Winter
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,August,18.81,Winter
EAST-SALE-AIRPORT,85072,-38.12,147.13,August,16.05,Winter
ESPERANCE,9789,-33.83,121.89,August,17.73,Winter
EUCLA,11003,-31.68,128.88,August,20.23,Winter
FORREST,11052,-30.85,128.11,August,21.5,Winter
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,August,17.05,Winter
GAYNDAH-AIRPORT,39066,-25.62,151.62,August,27.96,Winter
GEORGETOWN-AIRPORT,30124,-18.3,143.53,August,31.58,Winter
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,August,20.67,Winter
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,August,25.52,Winter
GROVE-RESEARCH-STATION,94220,-42.99,147.07,August,16.21,Winter
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,August,19.18,Winter
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,August,32.69,Winter
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,August,15.34,Winter
HORN-ISLAND,27058,-10.58,142.29,August,29.68,Winter
INVERELL-RAGLAN-ST,56242,-29.78,151.11,August,18.38,Winter
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,August,19.57,Winter
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,August,20.6,Winter
KALUMBURU,1019,-14.3,126.65,August,35.34,Winter
KATANNING-COMPARISON,10579,-33.69,117.56,August,15.96,Winter
KERANG,80023,-35.72,143.92,August,17.27,Winter
KYANCUTTA,18044,-33.13,135.56,August,20.07,Winter
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,August,15.71,Winter
LAUNCESTON-AIRPORT,91311,-41.55,147.21,August,16.45,Winter
LAVERTON-RAAF,87031,-37.86,144.76,August,15.99,Winter
LEARMONTH-AIRPORT,5007,-22.24,114.1,August,27.3,Winter
LONGREACH-AERO,36031,-23.44,144.28,August,28.83,Winter
LOW-HEAD,91293,-41.06,146.79,August,14.35,Winter
MACKAY-M.O,33119,-21.12,149.22,August,23.88,Winter
MARBLE-BAR,4106,-21.18,119.75,August,33.07,Winter
MARREE,17031,-29.65,138.06,August,21.86,Winter
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,August,23.46,Winter
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,August,16.28,Winter
MERREDIN,10092,-31.48,118.28,August,19.53,Winter
MILDURA-AIRPORT,76031,-34.24,142.09,August,17.76,Winter
MILES-CONSTANCE-STREET,42112,-26.66,150.18,August,23.15,Winter
MORAWA-AIRPORT,8296,-29.2,116.02,August,19.86,Winter
MOREE-AERO,53115,-29.49,149.85,August,22.32,Winter
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,August,18.86,Winter
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,August,15.08,Winter
NHILL-AERODROME,78015,-36.31,141.65,August,16.06,Winter
NORMANTON-AIRPORT,29063,-17.69,141.07,August,34.5,Winter
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,August,17.54,Winter
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,August,19.38,Winter
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,August,16.01,Winter
OODNADATTA-AIRPORT,17043,-27.56,135.45,August,22.29,Winter
ORBOST,84145,-37.69,148.47,August,16.43,Winter
PALMERVILLE,28004,-16.0,144.08,August,34.97,Winter
PERTH-AIRPORT,9021,-31.93,115.98,August,19.76,Winter
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,August,30.27,Winter
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,August,20.9,Winter
RABBIT-FLAT,15666,-20.18,130.01,August,31.68,Winter
RICHMOND-POST-OFFICE,30045,-20.73,143.14,August,33.56,Winter
RICHMOND-RAAF,67105,-33.6,150.78,August,19.69,Winter
ROBE-COMPARISON,26026,-37.16,139.76,August,15.3,Winter
ROCKHAMPTON-AERO,39083,-23.38,150.48,August,25.05,Winter
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,August,17.47,Winter
SCONE-AIRPORT-AWS,61363,-32.03,150.83,August,20.98,Winter
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,August,16.92,Winter
ST-GEORGE-AIRPORT,43109,-28.05,148.59,August,22.45,Winter
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,August,19.4,Winter
TARCOOLA-AERO,16098,-30.71,134.58,August,20.96,Winter
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,August,30.56,Winter
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,August,24.5,Winter
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,August,21.96,Winter
TOWNSVILLE-AERO,32040,-19.25,146.77,August,27.87,Winter
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,August,33.56,Winter
WAGGA-WAGGA-AMO,72150,-35.16,147.46,August,17.61,Winter
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,August,21.63,Winter
WANDERING,10917,-32.67,116.67,August,15.88,Winter
WEIPA-AERO,27045,-12.68,141.92,August,32.07,Winter
WILCANNIA-REID-ST,46043,-31.56,143.37,August,20.36,Winter
WILLIAMTOWN-RAAF,61078,-32.79,151.84,August,23.03,Winter
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,August,13.6,Winter
WITTENOOM,5026,-22.24,118.34,August,28.69,Winter
WOOMERA-AERODROME,16001,-31.16,136.81,August,21.19,Winter
WYALONG-POST-OFFICE,73054,-33.93,147.24,August,16.71,Winter
YAMBA-PILOT-STATION,58012,-29.43,153.36,August,21.75,Winter
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,August,17.45,Winter
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,August,17.01,Winter
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,August,25.77,Winter
AMBERLEY-AMO,40004,-27.63,152.71,August,23.8,Winter
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,August,26.55,Winter
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,August,14.11,Winter
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,August,26.29,Winter
BOULIA-AIRPORT,38003,-22.91,139.9,August,27.85,Winter
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,August,22.38,Winter
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,August,19.61,Winter
BRISBANE-AERO,40842,-27.39,153.12,August,21.88,Winter
BROOME-AIRPORT,3003,-17.95,122.23,August,30.59,Winter
BUNDABERG-AERO,39128,-24.91,152.32,August,24.23,Winter
BURKETOWN-AIRPORT,29077,-17.75,139.54,August,31.63,Winter
BUTLERS-GORGE,96003,-42.28,146.28,August,9.74,Winter
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,August,5.51,Winter
CAIRNS-AERO,31011,-16.87,145.75,August,28.95,Winter
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,August,30.14,Winter
CANBERRA-AIRPORT,70351,-35.31,149.2,August,14.89,Winter
CAPE-BORDA,22823,-35.75,136.6,August,14.69,Winter
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,August,14.12,Winter
CAPE-LEEUWIN,9518,-34.37,115.14,August,17.86,Winter
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,August,22.18,Winter
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,August,14.1,Winter
CARNARVON-AIRPORT,6011,-24.89,113.67,August,23.64,Winter
CEDUNA-AMO,18012,-32.13,133.7,August,20.39,Winter
CHARLEVILLE-AERO,44021,-26.41,146.26,August,23.88,Winter
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,August,31.67,Winter
COBAR-MO,48027,-31.48,145.83,August,19.45,Winter
COFFS-HARBOUR-MO,59040,-30.31,153.12,August,22.1,Winter
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,August,18.47,Winter
DALWALLINU-COMPARISON,8039,-30.28,116.66,August,19.19,Winter
DARWIN-AIRPORT,14015,-12.42,130.89,August,33.79,Winter
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,August,17.81,Winter
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,August,21.22,Winter
EAST-SALE-AIRPORT,85072,-38.12,147.13,August,16.16,Winter
ESPERANCE,9789,-33.83,121.89,August,17.71,Winter
EUCLA,11003,-31.68,128.88,August,20.94,Winter
FORREST,11052,-30.85,128.11,August,20.91,Winter
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,August,18.45,Winter
GAYNDAH-AIRPORT,39066,-25.62,151.62,August,27.41,Winter
GEORGETOWN-AIRPORT,30124,-18.3,143.53,August,31.08,Winter
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,August,20.45,Winter
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,August,23.44,Winter
GROVE-RESEARCH-STATION,94220,-42.99,147.07,August,14.42,Winter
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,August,19.41,Winter
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,August,32.46,Winter
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,August,14.71,Winter
HORN-ISLAND,27058,-10.58,142.29,August,30.22,Winter
INVERELL-RAGLAN-ST,56242,-29.78,151.11,August,20.64,Winter
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,August,18.7,Winter
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,August,21.02,Winter
KALUMBURU,1019,-14.3,126.65,August,34.59,Winter
KATANNING-COMPARISON,10579,-33.69,117.56,August,15.89,Winter
KERANG,80023,-35.72,143.92,August,17.79,Winter
KYANCUTTA,18044,-33.13,135.56,August,19.52,Winter
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,August,15.44,Winter
LAUNCESTON-AIRPORT,91311,-41.55,147.21,August,13.7,Winter
LAVERTON-RAAF,87031,-37.86,144.76,August,16.22,Winter
LEARMONTH-AIRPORT,5007,-22.24,114.1,August,27.0,Winter
LONGREACH-AERO,36031,-23.44,144.28,August,29.24,Winter
LOW-HEAD,91293,-41.06,146.79,August,13.52,Winter
MACKAY-M.O,33119,-21.12,149.22,August,23.45,Winter
MARBLE-BAR,4106,-21.18,119.75,August,35.17,Winter
MARREE,17031,-29.65,138.06,August,22.18,Winter
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,August,28.33,Winter
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,August,17.52,Winter
MERREDIN,10092,-31.48,118.28,August,21.01,Winter
MILDURA-AIRPORT,76031,-34.24,142.09,August,18.78,Winter
MILES-CONSTANCE-STREET,42112,-26.66,150.18,August,26.11,Winter
MORAWA-AIRPORT,8296,-29.2,116.02,August,20.99,Winter
MOREE-AERO,53115,-29.49,149.85,August,20.93,Winter
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,August,19.61,Winter
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,August,15.3,Winter
NHILL-AERODROME,78015,-36.31,141.65,August,17.43,Winter
NORMANTON-AIRPORT,29063,-17.69,141.07,August,32.62,Winter
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,August,17.75,Winter
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,August,21.05,Winter
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,August,15.62,Winter
OODNADATTA-AIRPORT,17043,-27.56,135.45,August,23.37,Winter
ORBOST,84145,-37.69,148.47,August,17.21,Winter
PALMERVILLE,28004,-16.0,144.08,August,31.58,Winter
PERTH-AIRPORT,9021,-31.93,115.98,August,19.96,Winter
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,August,30.72,Winter
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,August,21.43,Winter
RABBIT-FLAT,15666,-20.18,130.01,August,31.29,Winter
RICHMOND-POST-OFFICE,30045,-20.73,143.14,August,29.39,Winter
RICHMOND-RAAF,67105,-33.6,150.78,August,20.36,Winter
ROBE-COMPARISON,26026,-37.16,139.76,August,15.48,Winter
ROCKHAMPTON-AERO,39083,-23.38,150.48,August,26.46,Winter
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,August,15.8,Winter
SCONE-AIRPORT-AWS,61363,-32.03,150.83,August,19.27,Winter
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,August,16.32,Winter
ST-GEORGE-AIRPORT,43109,-28.05,148.59,August,22.53,Winter
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,August,19.64,Winter
TARCOOLA-AERO,16098,-30.71,134.58,August,21.25,Winter
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,August,29.3,Winter
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,August,24.88,Winter
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,August,22.19,Winter
TOWNSVILLE-AERO,32040,-19.25,146.77,August,28.13,Winter
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,August,32.86,Winter
WAGGA-WAGGA-AMO,72150,-35.16,147.46,August,17.47,Winter
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,August,22.49,Winter
WANDERING,10917,-32.67,116.67,August,16.4,Winter
WEIPA-AERO,27045,-12.68,141.92,August,33.41,Winter
WILCANNIA-REID-ST,46043,-31.56,143.37,August,20.1,Winter
WILLIAMTOWN-RAAF,61078,-32.79,151.84,August,20.13,Winter
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,August,13.18,Winter
WITTENOOM,5026,-22.24,118.34,August,29.25,Winter
WOOMERA-AERODROME,16001,-31.16,136.81,August,20.33,Winter
WYALONG-POST-OFFICE,73054,-33.93,147.24,August,18.35,Winter
YAMBA-PILOT-STATION,58012,-29.43,153.36,August,21.94,Winter
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,August,17.21,Winter
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,August,16.29,Winter
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,August,24.3,Winter
AMBERLEY-AMO,40004,-27.63,152.71,August,24.71,Winter
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,August,27.68,Winter
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,August,15.15,Winter
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,August,26.74,Winter
BOULIA-AIRPORT,38003,-22.91,139.9,August,31.32,Winter
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,August,23.21,Winter
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,August,16.96,Winter
BRISBANE-AERO,40842,-27.39,153.12,August,25.87,Winter
BROOME-AIRPORT,3003,-17.95,122.23,August,32.12,Winter
BUNDABERG-AERO,39128,-24.91,152.32,August,26.15,Winter
BURKETOWN-AIRPORT,29077,-17.75,139.54,August,32.65,Winter
BUTLERS-GORGE,96003,-42.28,146.28,August,9.9,Winter
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,August,4.85,Winter
CAIRNS-AERO,31011,-16.87,145.75,August,27.51,Winter
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,August,28.91,Winter
CANBERRA-AIRPORT,70351,-35.31,149.2,August,15.0,Winter
CAPE-BORDA,22823,-35.75,136.6,August,14.53,Winter
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,August,12.99,Winter
CAPE-LEEUWIN,9518,-34.37,115.14,August,16.74,Winter
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,August,21.23,Winter
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,August,13.87,Winter
CARNARVON-AIRPORT,6011,-24.89,113.67,August,24.2,Winter
CEDUNA-AMO,18012,-32.13,133.7,August,20.26,Winter
CHARLEVILLE-AERO,44021,-26.41,146.26,August,25.33,Winter
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,August,28.04,Winter
COBAR-MO,48027,-31.48,145.83,August,19.53,Winter
COFFS-HARBOUR-MO,59040,-30.31,153.12,August,21.22,Winter
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,August,17.94,Winter
DALWALLINU-COMPARISON,8039,-30.28,116.66,August,20.05,Winter
DARWIN-AIRPORT,14015,-12.42,130.89,August,35.96,Winter
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,August,17.03,Winter
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,August,18.15,Winter
EAST-SALE-AIRPORT,85072,-38.12,147.13,August,18.73,Winter
ESPERANCE,9789,-33.83,121.89,August,17.81,Winter
EUCLA,11003,-31.68,128.88,August,19.94,Winter
FORREST,11052,-30.85,128.11,August,21.59,Winter
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,August,17.46,Winter
GAYNDAH-AIRPORT,39066,-25.62,151.62,August,25.31,Winter
GEORGETOWN-AIRPORT,30124,-18.3,143.53,August,30.18,Winter
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,August,20.75,Winter
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,August,28.26,Winter
GROVE-RESEARCH-STATION,94220,-42.99,147.07,August,15.45,Winter
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,August,19.28,Winter
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,August,30.81,Winter
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,August,14.31,Winter
HORN-ISLAND,27058,-10.58,142.29,August,29.9,Winter
INVERELL-RAGLAN-ST,56242,-29.78,151.11,August,19.37,Winter
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,August,18.56,Winter
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,August,22.31,Winter
