Station_name,Stn_id,Lat,Lon,Month,Temperature,Season
OODNADATTA-AIRPORT,17043,-27.56,135.45,February,38.95,Summer
ORBOST,84145,-37.69,148.47,February,26.42,Summer
PALMERVILLE,28004,-16.0,144.08,February,33.82,Summer
PERTH-AIRPORT,9021,-31.93,115.98,February,34.01,Summer
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,February,39.69,Summer
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,February,28.91,Summer
RABBIT-FLAT,15666,-20.18,130.01,February,40.53,Summer
RICHMOND-POST-OFFICE,30045,-20.73,143.14,February,38.92,Summer
RICHMOND-RAAF,67105,-33.6,150.78,February,31.96,Summer
ROBE-COMPARISON,26026,-37.16,139.76,February,23.41,Summer
ROCKHAMPTON-AERO,39083,-23.38,150.48,February,33.51,Summer
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,February,32.49,Summer
SCONE-AIRPORT-AWS,61363,-32.03,150.83,February,32.1,Summer
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,February,33.13,Summer
ST-GEORGE-AIRPORT,43109,-28.05,148.59,February,36.09,Summer
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,February,28.55,Summer
TARCOOLA-AERO,16098,-30.71,134.58,February,36.59,Summer
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,February,37.48,Summer
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,February,36.71,Summer
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,February,36.37,Summer
TOWNSVILLE-AERO,32040,-19.25,146.77,February,32.93,Summer
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,February,39.23,Summer
WAGGA-WAGGA-AMO,72150,-35.16,147.46,February,33.22,Summer
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,February,36.36,Summer
WANDERING,10917,-32.67,116.67,February,33.09,Summer
WEIPA-AERO,27045,-12.68,141.92,February,32.55,Summer
WILCANNIA-REID-ST,46043,-31.56,143.37,February,35.96,Summer
WILLIAMTOWN-RAAF,61078,-32.79,151.84,February,31.88,Summer
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,February,22.79,Summer
WITTENOOM,5026,-22.24,118.34,February,40.04,Summer
WOOMERA-AERODROME,16001,-31.16,136.81,February,36.3,Summer
WYALONG-POST-OFFICE,73054,-33.93,147.24,February,34.75,Summer
YAMBA-PILOT-STATION,58012,-29.43,153.36,February,27.91,Summer
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,February,31.74,Summer
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,February,27.46,Summer
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,February,36.47,Summer
AMBERLEY-AMO,40004,-27.63,152.71,February,33.87,Summer
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,February,39.94,Summer
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,February,28.39,Summer
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,February,39.83,Summer
BOULIA-AIRPORT,38003,-22.91,139.9,February,39.53,Summer
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,February,38.97,Summer
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,February,29.92,Summer
BRISBANE-AERO,40842,-27.39,153.12,February,31.89,Summer
BROOME-AIRPORT,3003,-17.95,122.23,February,33.41,Summer
BUNDABERG-AERO,39128,-24.91,152.32,February,30.43,Summer
BURKETOWN-AIRPORT,29077,-17.75,139.54,February,35.12,Summer
BUTLERS-GORGE,96003,-42.28,146.28,February,19.33,Summer
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,February,21.18,Summer
CAIRNS-AERO,31011,-16.87,145.75,February,32.59,Summer
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,February,37.19,Summer
CANBERRA-AIRPORT,70351,-35.31,149.2,February,27.91,Summer
CAPE-BORDA,22823,-35.75,136.6,February,25.06,Summer
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,February,21.42,Summer
CAPE-LEEUWIN,9518,-34.37,115.14,February,24.41,Summer
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,February,28.49,Summer
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,February,23.32,Summer
CARNARVON-AIRPORT,6011,-24.89,113.67,February,33.75,Summer
CEDUNA-AMO,18012,-32.13,133.7,February,29.35,Summer
CHARLEVILLE-AERO,44021,-26.41,146.26,February,35.24,Summer
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,February,33.67,Summer
COBAR-MO,48027,-31.48,145.83,February,36.45,Summer
COFFS-HARBOUR-MO,59040,-30.31,153.12,February,27.88,Summer
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,February,33.23,Summer
DALWALLINU-COMPARISON,8039,-30.28,116.66,February,36.78,Summer
DARWIN-AIRPORT,14015,-12.42,130.89,February,32.08,Summer
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,February,32.85,Summer
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,February,33.97,Summer
EAST-SALE-AIRPORT,85072,-38.12,147.13,February,27.38,Summer
ESPERANCE,9789,-33.83,121.89,February,26.68,Summer
EUCLA,11003,-31.68,128.88,February,27.27,Summer
FORREST,11052,-30.85,128.11,February,33.96,Summer
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,February,23.13,Summer
GAYNDAH-AIRPORT,39066,-25.62,151.62,February,34.85,Summer
GEORGETOWN-AIRPORT,30124,-18.3,143.53,February,33.96,Summer
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,February,34.47,Summer
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,February,37.17,Summer
GROVE-RESEARCH-STATION,94220,-42.99,147.07,February,25.25,Summer
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,February,33.19,Summer
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,February,37.01,Summer
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,February,24.88,Summer
HORN-ISLAND,27058,-10.58,142.29,February,30.68,Summer
INVERELL-RAGLAN-ST,56242,-29.78,151.11,February,32.45,Summer
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,February,26.63,Summer
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,February,33.3,Summer
KALUMBURU,1019,-14.3,126.65,February,33.72,Summer
KATANNING-COMPARISON,10579,-33.69,117.56,February,31.4,Summer
KERANG,80023,-35.72,143.92,February,35.49,Summer
KYANCUTTA,18044,-33.13,135.56,February,33.69,Summer
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,February,22.25,Summer
LAUNCESTON-AIRPORT,91311,-41.55,147.21,February,25.88,Summer
LAVERTON-RAAF,87031,-37.86,144.76,February,27.82,Summer
LEARMONTH-AIRPORT,5007,-22.24,114.1,February,41.1,Summer
LONGREACH-AERO,36031,-23.44,144.28,February,38.51,Summer
LOW-HEAD,91293,-41.06,146.79,February,21.68,Summer
MACKAY-M.O,33119,-21.12,149.22,February,30.34,Summer
MARBLE-BAR,4106,-21.18,119.75,February,39.56,Summer
MARREE,17031,-29.65,138.06,February,38.3,Summer
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,February,39.23,Summer
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,February,29.01,Summer
MERREDIN,10092,-31.48,118.28,February,36.15,Summer
MILDURA-AIRPORT,76031,-34.24,142.09,February,37.0,Summer
MILES-CONSTANCE-STREET,42112,-26.66,150.18,February,34.07,Summer
MORAWA-AIRPORT,8296,-29.2,116.02,February,37.83,Summer
MOREE-AERO,53115,-29.49,149.85,February,36.69,Summer
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,February,24.52,Summer
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,February,27.24,Summer
NHILL-AERODROME,78015,-36.31,141.65,February,32.43,Summer
NORMANTON-AIRPORT,29063,-17.69,141.07,February,36.19,Summer
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,February,26.59,Summer
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,February,28.22,Summer
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,February,31.03,Summer
OODNADATTA-AIRPORT,17043,-27.56,135.45,February,38.87,Summer
ORBOST,84145,-37.69,148.47,February,27.58,Summer
PALMERVILLE,28004,-16.0,144.08,February,34.42,Summer
PERTH-AIRPORT,9021,-31.93,115.98,February,35.46,Summer
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,February,38.66,Summer
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,February,29.33,Summer
RABBIT-FLAT,15666,-20.18,130.01,February,37.3,Summer
RICHMOND-POST-OFFICE,30045,-20.73,143.14,February,40.12,Summer
RICHMOND-RAAF,67105,-33.6,150.78,February,30.6,Summer
ROBE-COMPARISON,26026,-37.16,139.76,February,24.7,Summer
ROCKHAMPTON-AERO,39083,-23.38,150.48,February,33.71,Summer
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,February,33.47,Summer
SCONE-AIRPORT-AWS,61363,-32.03,150.83,February,31.1,Summer
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,February,34.79,Summer
ST-GEORGE-AIRPORT,43109,-28.05,148.59,February,34.42,Summer
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,February,27.07,Summer
TARCOOLA-AERO,16098,-30.71,134.58,February,37.87,Summer
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,February,37.97,Summer
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,February,37.94,Summer
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,February,36.93,Summer
TOWNSVILLE-AERO,32040,-19.25,146.77,February,33.59,Summer
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,February,36.15,Summer
WAGGA-WAGGA-AMO,72150,-35.16,147.46,February,33.0,Summer
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,February,37.82,Summer
WANDERING,10917,-32.67,116.67,February,34.19,Summer
WEIPA-AERO,27045,-12.68,141.92,February,32.12,Summer
WILCANNIA-REID-ST,46043,-31.56,143.37,February,36.88,Summer
WILLIAMTOWN-RAAF,61078,-32.79,151.84,February,29.55,Summer
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,February,21.13,Summer
WITTENOOM,5026,-22.24,118.34,February,41.44,Summer
WOOMERA-AERODROME,16001,-31.16,136.81,February,35.67,Summer
WYALONG-POST-OFFICE,73054,-33.93,147.24,February,34.69,Summer
YAMBA-PILOT-STATION,58012,-29.43,153.36,February,30.17,Summer
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,February,30.21,Summer
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,February,25.44,Summer
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,February,37.74,Summer
AMBERLEY-AMO,40004,-27.63,152.71,February,31.16,Summer
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,February,35.89,Summer
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,February,28.53,Summer
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,February,40.06,Summer
BOULIA-AIRPORT,38003,-22.91,139.9,February,38.96,Summer
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,February,37.13,Summer
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,February,31.35,Summer
BRISBANE-AERO,40842,-27.39,153.12,February,29.55,Summer
BROOME-AIRPORT,3003,-17.95,122.23,February,33.22,Summer
BUNDABERG-AERO,39128,-24.91,152.32,February,32.09,Summer
BURKETOWN-AIRPORT,29077,-17.75,139.54,February,34.99,Summer
BUTLERS-GORGE,96003,-42.28,146.28,February,20.53,Summer
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,February,22.45,Summer
CAIRNS-AERO,31011,-16.87,145.75,February,31.84,Summer
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,February,39.83,Summer
CANBERRA-AIRPORT,70351,-35.31,149.2,February,29.86,Summer
CAPE-BORDA,22823,-35.75,136.6,February,25.38,Summer
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,February,19.65,Summer
CAPE-LEEUWIN,9518,-34.37,115.14,February,23.68,Summer
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,February,28.77,Summer
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,February,21.24,Summer
CARNARVON-AIRPORT,6011,-24.89,113.67,February,34.09,Summer
CEDUNA-AMO,18012,-32.13,133.7,February,30.48,Summer
CHARLEVILLE-AERO,44021,-26.41,146.26,February,35.13,Summer
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,February,33.61,Summer
COBAR-MO,48027,-31.48,145.83,February,35.73,Summer
COFFS-HARBOUR-MO,59040,-30.31,153.12,February,27.89,Summer
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,February,34.35,Summer
DALWALLINU-COMPARISON,8039,-30.28,116.66,February,36.03,Summer
DARWIN-AIRPORT,14015,-12.42,130.89,February,31.95,Summer
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,February,33.39,Summer
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,February,34.83,Summer
EAST-SALE-AIRPORT,85072,-38.12,147.13,February,27.36,Summer
ESPERANCE,9789,-33.83,121.89,February,27.0,Summer
EUCLA,11003,-31.68,128.88,February,28.84,Summer
FORREST,11052,-30.85,128.11,February,33.19,Summer
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,February,22.99,Summer
GAYNDAH-AIRPORT,39066,-25.62,151.62,February,33.3,Summer
GEORGETOWN-AIRPORT,30124,-18.3,143.53,February,36.12,Summer
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,February,32.95,Summer
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,February,36.82,Summer
GROVE-RESEARCH-STATION,94220,-42.99,147.07,February,24.08,Summer
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,February,33.29,Summer
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,February,37.01,Summer
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,February,23.57,Summer
HORN-ISLAND,27058,-10.58,142.29,February,30.97,Summer
INVERELL-RAGLAN-ST,56242,-29.78,151.11,February,30.66,Summer
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,February,26.01,Summer
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,February,32.99,Summer
KALUMBURU,1019,-14.3,126.65,February,34.32,Summer
KATANNING-COMPARISON,10579,-33.69,117.56,February,30.98,Summer
KERANG,80023,-35.72,143.92,February,32.32,Summer
KYANCUTTA,18044,-33.13,135.56,February,33.1,Summer
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,February,22.75,Summer
LAUNCESTON-AIRPORT,91311,-41.55,147.21,February,25.6,Summer
LAVERTON-RAAF,87031,-37.86,144.76,February,26.94,Summer
LEARMONTH-AIRPORT,5007,-22.24,114.1,February,38.52,Summer
LONGREACH-AERO,36031,-23.44,144.28,February,38.1,Summer
LOW-HEAD,91293,-41.06,146.79,February,21.8,Summer
MACKAY-M.O,33119,-21.12,149.22,February,30.75,Summer
MARBLE-BAR,4106,-21.18,119.75,February,39.3,Summer
MARREE,17031,-29.65,138.06,February,38.06,Summer
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,February,39.36,Summer
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,February,27.66,Summer
MERREDIN,10092,-31.48,118.28,February,38.59,Summer
MILDURA-AIRPORT,76031,-34.24,142.09,February,33.59,Summer
MILES-CONSTANCE-STREET,42112,-26.66,150.18,February,34.27,Summer
MORAWA-AIRPORT,8296,-29.2,116.02,February,38.41,Summer
MOREE-AERO,53115,-29.49,149.85,February,33.04,Summer
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,February,24.78,Summer
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,February,28.16,Summer
NHILL-AERODROME,78015,-36.31,141.65,February,31.73,Summer
NORMANTON-AIRPORT,29063,-17.69,141.07,February,34.11,Summer
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,February,26.86,Summer
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,February,27.96,Summer
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,February,31.42,Summer
OODNADATTA-AIRPORT,17043,-27.56,135.45,February,39.05,Summer
ORBOST,84145,-37.69,148.47,February,26.5,Summer
PALMERVILLE,28004,-16.0,144.08,February,33.61,Summer
PERTH-AIRPORT,9021,-31.93,115.98,February,32.8,Summer
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,February,36.68,Summer
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,February,28.44,Summer
RABBIT-FLAT,15666,-20.18,130.01,February,37.74,Summer
RICHMOND-POST-OFFICE,30045,-20.73,143.14,February,37.23,Summer
RICHMOND-RAAF,67105,-33.6,150.78,February,30.07,Summer
ROBE-COMPARISON,26026,-37.16,139.76,February,23.64,Summer
ROCKHAMPTON-AERO,39083,-23.38,150.48,February,33.87,Summer
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,February,33.83,Summer
SCONE-AIRPORT-AWS,61363,-32.03,150.83,February,31.5,Summer
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,February,32.85,Summer
ST-GEORGE-AIRPORT,43109,-28.05,148.59,February,34.73,Summer
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,February,28.89,Summer
TARCOOLA-AERO,16098,-30.71,134.58,February,36.23,Summer
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,February,36.04,Summer
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,February,37.01,Summer
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,February,36.75,Summer
TOWNSVILLE-AERO,32040,-19.25,146.77,February,32.6,Summer
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,February,36.72,Summer
WAGGA-WAGGA-AMO,72150,-35.16,147.46,February,32.49,Summer
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,February,35.38,Summer
WANDERING,10917,-32.67,116.67,February,32.2,Summer
WEIPA-AERO,27045,-12.68,141.92,February,32.03,Summer
WILCANNIA-REID-ST,46043,-31.56,143.37,February,35.29,Summer
WILLIAMTOWN-RAAF,61078,-32.79,151.84,February,29.43,Summer
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,February,22.24,Summer
WITTENOOM,5026,-22.24,118.34,February,39.34,Summer
WOOMERA-AERODROME,16001,-31.16,136.81,February,35.19,Summer
WYALONG-POST-OFFICE,73054,-33.93,147.24,February,32.75,Summer
YAMBA-PILOT-STATION,58012,-29.43,153.36,February,28.92,Summer
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,February,33.13,Summer
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,February,26.78,Summer
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,February,38.7,Summer
AMBERLEY-AMO,40004,-27.63,152.71,February,31.84,Summer
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,February,39.8,Summer
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,February,28.93,Summer
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,February,39.45,Summer
BOULIA-AIRPORT,38003,-22.91,139.9,February,38.64,Summer
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,February,37.11,Summer
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,February,30.37,Summer
BRISBANE-AERO,40842,-27.39,153.12,February,29.55,Summer
BROOME-AIRPORT,3003,-17.95,122.23,February,34.13,Summer
BUNDABERG-AERO,39128,-24.91,152.32,February,30.85,Summer
BURKETOWN-AIRPORT,29077,-17.75,139.54,February,35.53,Summer
BUTLERS-GORGE,96003,-42.28,146.28,February,20.29,Summer
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,February,21.14,Summer
CAIRNS-AERO,31011,-16.87,145.75,February,34.15,Summer
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,February,38.79,Summer
CANBERRA-AIRPORT,70351,-35.31,149.2,February,29.93,Summer
CAPE-BORDA,22823,-35.75,136.6,February,25.69,Summer
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,February,19.88,Summer
CAPE-LEEUWIN,9518,-34.37,115.14,February,25.38,Summer
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,February,29.0,Summer
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,February,22.15,Summer
CARNARVON-AIRPORT,6011,-24.89,113.67,February,35.1,Summer
CEDUNA-AMO,18012,-32.13,133.7,February,30.35,Summer
CHARLEVILLE-AERO,44021,-26.41,146.26,February,35.97,Summer
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,February,33.85,Summer
COBAR-MO,48027,-31.48,145.83,February,36.62,Summer
COFFS-HARBOUR-MO,59040,-30.31,153.12,February,28.46,Summer
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,February,34.86,Summer
DALWALLINU-COMPARISON,8039,-30.28,116.66,February,36.87,Summer
DARWIN-AIRPORT,14015,-12.42,130.89,February,31.9,Summer
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,February,32.44,Summer
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,February,33.62,Summer
EAST-SALE-AIRPORT,85072,-38.12,147.13,February,27.14,Summer
ESPERANCE,9789,-33.83,121.89,February,27.36,Summer
EUCLA,11003,-31.68,128.88,February,28.17,Summer
FORREST,11052,-30.85,128.11,February,32.85,Summer
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,February,22.98,Summer
GAYNDAH-AIRPORT,39066,-25.62,151.62,February,33.58,Summer
GEORGETOWN-AIRPORT,30124,-18.3,143.53,February,35.84,Summer
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,February,33.96,Summer
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,February,37.49,Summer
GROVE-RESEARCH-STATION,94220,-42.99,147.07,February,23.48,Summer
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,February,33.33,Summer
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,February,38.89,Summer
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,February,23.75,Summer
HORN-ISLAND,27058,-10.58,142.29,February,31.24,Summer
INVERELL-RAGLAN-ST,56242,-29.78,151.11,February,30.5,Summer
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,February,25.51,Summer
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,February,33.92,Summer
KALUMBURU,1019,-14.3,126.65,February,35.53,Summer
KATANNING-COMPARISON,10579,-33.69,117.56,February,31.01,Summer
KERANG,80023,-35.72,143.92,February,32.93,Summer
KYANCUTTA,18044,-33.13,135.56,February,32.54,Summer
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,February,23.23,Summer
LAUNCESTON-AIRPORT,91311,-41.55,147.21,February,26.29,Summer
LAVERTON-RAAF,87031,-37.86,144.76,February,27.37,Summer
LEARMONTH-AIRPORT,5007,-22.24,114.1,February,38.0,Summer
LONGREACH-AERO,36031,-23.44,144.28,February,37.18,Summer
LOW-HEAD,91293,-41.06,146.79,February,21.93,Summer
MACKAY-M.O,33119,-21.12,149.22,February,30.48,Summer
MARBLE-BAR,4106,-21.18,119.75,February,38.87,Summer
MARREE,17031,-29.65,138.06,February,40.31,Summer
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,February,40.25,Summer
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,February,31.33,Summer
MERREDIN,10092,-31.48,118.28,February,34.3,Summer
MILDURA-AIRPORT,76031,-34.24,142.09,February,33.66,Summer
MILES-CONSTANCE-STREET,42112,-26.66,150.18,February,33.32,Summer
MORAWA-AIRPORT,8296,-29.2,116.02,February,38.43,Summer
MOREE-AERO,53115,-29.49,149.85,February,33.51,Summer
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,February,24.37,Summer
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,February,27.34,Summer
NHILL-AERODROME,78015,-36.31,141.65,February,32.19,Summer
NORMANTON-AIRPORT,29063,-17.69,141.07,February,37.88,Summer
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,February,26.32,Summer
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,February,28.72,Summer
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,February,29.68,Summer
OODNADATTA-AIRPORT,17043,-27.56,135.45,February,37.81,Summer
ORBOST,84145,-37.69,148.47,February,27.19,Summer
PALMERVILLE,28004,-16.0,144.08,February,34.4,Summer
PERTH-AIRPORT,9021,-31.93,115.98,February,33.51,Summer
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,February,37.71,Summer
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,February,30.62,Summer
RABBIT-FLAT,15666,-20.18,130.01,February,40.12,Summer
RICHMOND-POST-OFFICE,30045,-20.73,143.14,February,36.55,Summer
RICHMOND-RAAF,67105,-33.6,150.78,February,29.87,Summer
ROBE-COMPARISON,26026,-37.16,139.76,February,23.11,Summer
ROCKHAMPTON-AERO,39083,-23.38,150.48,February,33.08,Summer
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,February,31.35,Summer
SCONE-AIRPORT-AWS,61363,-32.03,150.83,February,32.48,Summer
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,February,33.37,Summer
ST-GEORGE-AIRPORT,43109,-28.05,148.59,February,33.93,Summer
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,February,28.47,Summer
TARCOOLA-AERO,16098,-30.71,134.58,February,37.31,Summer
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,February,36.73,Summer
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,February,37.16,Summer
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,February,37.28,Summer
TOWNSVILLE-AERO,32040,-19.25,146.77,February,32.31,Summer
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,February,36.45,Summer
WAGGA-WAGGA-AMO,72150,-35.16,147.46,February,33.39,Summer
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,February,35.32,Summer
WANDERING,10917,-32.67,116.67,February,33.11,Summer
WEIPA-AERO,27045,-12.68,141.92,February,33.31,Summer
WILCANNIA-REID-ST,46043,-31.56,143.37,February,35.8,Summer
WILLIAMTOWN-RAAF,61078,-32.79,151.84,February,29.97,Summer
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,February,21.62,Summer
WITTENOOM,5026,-22.24,118.34,February,39.78,Summer
WOOMERA-AERODROME,16001,-31.16,136.81,February,36.08,Summer
WYALONG-POST-OFFICE,73054,-33.93,147.24,February,35.4,Summer
YAMBA-PILOT-STATION,58012,-29.43,153.36,February,29.13,Summer
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,February,31.19,Summer
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,February,25.54,Summer
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,February,40.99,Summer
AMBERLEY-AMO,40004,-27.63,152.71,February,32.11,Summer
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,February,38.6,Summer
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,February,29.52,Summer
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,February,38.95,Summer
